context,count,primary_context,num,user,sum
41821,943,27864,943,168972,943
41842,944,27876,944,168975,944
41863,945,27889,945,168978,945
41888,946,27904,946,168986,946
41910,947,27916,947,168989,947
41932,948,27929,948,168993,948
41954,949,27941,949,168995,949
41976,950,27954,950,169003,950
41997,951,27966,951,169005,951
42019,952,27979,952,169008,952
42040,953,27995,953,169011,953
42063,954,28009,954,169018,954
42084,955,28021,955,169020,955
42106,956,28033,956,169023,956
42127,957,28045,957,169025,957
42148,958,28057,958,169028,958
42172,959,28070,959,169036,959
42194,960,28083,960,169039,960
42215,961,28095,961,169042,961
42236,962,28107,962,169045,962
42258,963,28119,963,169052,963
42278,964,28131,964,169054,964
42300,965,28143,965,169057,965
228731,966,28273,966,169060,966
228855,967,28390,967,169064,967
228968,968,28462,968,169072,968
229084,969,28511,969,169074,969
229199,970,28560,970,169077,970
229332,971,28640,971,169080,971
229486,972,28724,972,169088,972
229637,973,28804,973,169090,973
229791,974,28883,974,169093,974
229942,975,28961,975,169097,975
230105,976,29050,976,169099,976
230258,977,29132,977,169107,977
230407,978,29212,978,169110,978
230480,979,29243,979,169113,979
230523,980,29270,980,169116,980
230550,981,29284,981,169124,981
230576,982,29298,982,169127,982
230601,983,29318,983,169130,983
230623,984,29330,984,169133,984
230644,985,29343,985,169141,985
230665,986,29355,986,169144,986
230687,987,29368,987,169147,987
230710,988,29380,988,169149,988
230732,989,29393,989,169156,989
230754,990,29405,990,169158,990
230775,991,29417,991,169161,991
230796,992,29429,992,169168,992
230818,993,29441,993,169170,993
230840,994,29455,994,169178,994
230861,995,29467,995,169180,995
230884,996,29480,996,169182,996
230908,997,29494,997,169185,997
230930,998,29506,998,169191,998
230954,999,29519,999,169199,999
230977,1000,29531,1000,169202,1000
230999,1001,29543,1001,169205,1001
231020,1002,29556,1002,169208,1002
231042,1003,29570,1003,169216,1003
231064,1004,29593,1004,169218,1004
231088,1005,29605,1005,169221,1005
231110,1006,29616,1006,169225,1006
231132,1007,29629,1007,169228,1007
231156,1008,29643,1008,169235,1008
231177,1009,29655,1009,169237,1009
231198,1010,29667,1010,169240,1010
231220,1011,29679,1011,169243,1011
231241,1012,29690,1012,169250,1012
231263,1013,29701,1013,169252,1013
231405,1014,29760,1014,169255,1014
231518,1015,29832,1015,169259,1015
231631,1016,29952,1016,169267,1016
231798,1017,30032,1017,169269,1017
231912,1018,30121,1018,169272,1018
232055,1019,30196,1019,169275,1019
232198,1020,30272,1020,169278,1020
232341,1021,30350,1021,169286,1021
232486,1022,30425,1022,169290,1022
232599,1023,30478,1023,169293,1023
232714,1024,30527,1024,169296,1024
232784,1025,30567,1025,169303,1025
232847,1026,30601,1026,169306,1026
232907,1027,30635,1027,169309,1027
232968,1028,30668,1028,169311,1028
233039,1029,30703,1029,169314,1029
233100,1030,30737,1030,169321,1030
233165,1031,30771,1031,169324,1031
233228,1032,30805,1032,169329,1032
233289,1033,30838,1033,169332,1033
233349,1034,30880,1034,169340,1034
233411,1035,30914,1035,169342,1035
233462,1036,30928,1036,169345,1036
233485,1037,30942,1037,169348,1037
233509,1038,30961,1038,169355,1038
233532,1039,30972,1039,169357,1039
233554,1040,30984,1040,169360,1040
233576,1041,30996,1041,169363,1041
233597,1042,31008,1042,169366,1042
233621,1043,31021,1043,169374,1043
233643,1044,31034,1044,169376,1044
233665,1045,31047,1045,169378,1045
233687,1046,31059,1046,169381,1046
233709,1047,31072,1047,169388,1047
233731,1048,31084,1048,169391,1048
233753,1049,31096,1049,169396,1049
233774,1050,31108,1050,169399,1050
233795,1051,31124,1051,169401,1051
233820,1052,31137,1052,169409,1052
233841,1053,31149,1053,169411,1053
233862,1054,31160,1054,169414,1054
233885,1055,31172,1055,169417,1055
233907,1056,31184,1056,169425,1056
233928,1057,31196,1057,169429,1057
233949,1058,31208,1058,169433,1058
233971,1059,31220,1059,169436,1059
233993,1060,31234,1060,169444,1060
234015,1061,31246,1061,169447,1061
234211,1062,31396,1062,169450,1062
234324,1063,31509,1063,169458,1063
234458,1064,31617,1064,169461,1064
234605,1065,31693,1065,169469,1065
234749,1066,31752,1066,169471,1066
234895,1067,31826,1067,169474,1067
235039,1068,31901,1068,169476,1068
235181,1069,31977,1069,169484,1069
235331,1070,32050,1070,169487,1070
235446,1071,32103,1071,169490,1071
235575,1072,32153,1072,169493,1072
235691,1073,32202,1073,169496,1073
235801,1074,32254,1074,169504,1074
235864,1075,32290,1075,169507,1075
235926,1076,32325,1076,169509,1076
235951,1077,32339,1077,169512,1077
235975,1078,32352,1078,169519,1078
235998,1079,32366,1079,169521,1079
236021,1080,32380,1080,169523,1080
236044,1081,32392,1081,169526,1081
236071,1082,32406,1082,169534,1082
236094,1083,32418,1083,169537,1083
236117,1084,32431,1084,169541,1084
236140,1085,32444,1085,169544,1085
236164,1086,32457,1086,169551,1086
236187,1087,32469,1087,169553,1087
236210,1088,32482,1088,169557,1088
236233,1089,32495,1089,169565,1089
236254,1090,32508,1090,169567,1090
236279,1091,32528,1091,169574,1091
236302,1092,32541,1092,169576,1092
236325,1093,32554,1093,169579,1093
236348,1094,32567,1094,169583,1094
236372,1095,32580,1095,169586,1095
236397,1096,32598,1096,169593,1096
236418,1097,32610,1097,169596,1097
236440,1098,32622,1098,169599,1098
236461,1099,32634,1099,169602,1099
236483,1100,32647,1100,169610,1100
236503,1101,32659,1101,169613,1101
236524,1102,32671,1102,169616,1102
236545,1103,32682,1103,169619,1103
236566,1104,32694,1104,169622,1104
236589,1105,32707,1105,169630,1105
236611,1106,32719,1106,169633,1106
236633,1107,32730,1107,169636,1107
236654,1108,32742,1108,169639,1108
236676,1109,32755,1109,169646,1109
236697,1110,32767,1110,169650,1110
236719,1111,32779,1111,169653,1111
247640,1112,32820,1112,169656,1112
247767,1113,32892,1113,169663,1113
247900,1114,32976,1114,169666,1114
247962,1115,33043,1115,169670,1115
248022,1116,33118,1116,169673,1116
248077,1117,33192,1117,169676,1117
248133,1118,33270,1118,169684,1118
248187,1119,33301,1119,169687,1119
248242,1120,33342,1120,169690,1120
248300,1121,33373,1121,169693,1121
248354,1122,33409,1122,169700,1122
248405,1123,33436,1123,169704,1123
248473,1124,33483,1124,169707,1124
248524,1125,33523,1125,169710,1125
248575,1126,33564,1126,169713,1126
248628,1127,33601,1127,169721,1127
248678,1128,33631,1128,169723,1128
248729,1129,33672,1129,169726,1129
248780,1130,33699,1130,169729,1130
248830,1131,33725,1131,169736,1131
248880,1132,33753,1132,169738,1132
248931,1133,33781,1133,169741,1133
248981,1134,33809,1134,169744,1134
249036,1135,33842,1135,169751,1135
249088,1136,33871,1136,169754,1136
249139,1137,33902,1137,169757,1137
249188,1138,33931,1138,169760,1138
249212,1139,33950,1139,169763,1139
249237,1140,33969,1140,169770,1140
249261,1141,33981,1141,169772,1141
249284,1142,33994,1142,169775,1142
249308,1143,34007,1143,169778,1143
249333,1144,34026,1144,169785,1144
249356,1145,34038,1145,169788,1145
249380,1146,34051,1146,169791,1146
249402,1147,34063,1147,169794,1147
249425,1148,34075,1148,169797,1148
249450,1149,34094,1149,169805,1149
249473,1150,34107,1150,169807,1150
249496,1151,34119,1151,169810,1151
249519,1152,34132,1152,169813,1152
249542,1153,34144,1153,169820,1153
249565,1154,34156,1154,169823,1154
249588,1155,34168,1155,169826,1155
249613,1156,34181,1156,169830,1156
249637,1157,34195,1157,169838,1157
249661,1158,34208,1158,169840,1158
249685,1159,34221,1159,169843,1159
249708,1160,34234,1160,169846,1160
249732,1161,34248,1161,169854,1161
249755,1162,34261,1162,169856,1162
249779,1163,34280,1163,169864,1163
249801,1164,34293,1164,169867,1164
249825,1165,34305,1165,169870,1165
249849,1166,34318,1166,169873,1166
249876,1167,34337,1167,169881,1167
249900,1168,34350,1168,169883,1168
249924,1169,34488,1169,169886,1169
250049,1170,34593,1170,169889,1170
250163,1171,34696,1171,169892,1171
250311,1172,34779,1172,169900,1172
250463,1173,34857,1173,169903,1173
250620,1174,34935,1174,169906,1174
250771,1175,35015,1175,169908,1175
250927,1176,35096,1176,169915,1176
251080,1177,35175,1177,169918,1177
251230,1178,35255,1178,169921,1178
251379,1179,35335,1179,169924,1179
251531,1180,35415,1180,169931,1180
251681,1181,35493,1181,169934,1181
251805,1182,35543,1182,169936,1182
251852,1183,35562,1183,169939,1183
251901,1184,35582,1184,169946,1184
251923,1185,35596,1185,169948,1185
251947,1186,35609,1186,169951,1186
251970,1187,35623,1187,169954,1187
251992,1188,35637,1188,169961,1188
252015,1189,35649,1189,169964,1189
252037,1190,35662,1190,169966,1190
252058,1191,35674,1191,169970,1191
252080,1192,35687,1192,169977,1192
252100,1193,35699,1193,169979,1193
252121,1194,35712,1194,169982,1194
252145,1195,35730,1195,169989,1195
252167,1196,35741,1196,169992,1196
252189,1197,35753,1197,169995,1197
252210,1198,35764,1198,169998,1198
252231,1199,35776,1199,170006,1199
252251,1200,35788,1200,170009,1200
252272,1201,35799,1201,170012,1201
252294,1202,35811,1202,170016,1202
252317,1203,35823,1203,170024,1203
252339,1204,35835,1204,170028,1204
252362,1205,35848,1205,170031,1205
252383,1206,35860,1206,170034,1206
252404,1207,35872,1207,170041,1207
252425,1208,35884,1208,170043,1208
252447,1209,35898,1209,170050,1209
252469,1210,35909,1210,170053,1210
252490,1211,35921,1211,170057,1211
252511,1212,35932,1212,170060,1212
252532,1213,35945,1213,170063,1213
252555,1214,35958,1214,170070,1214
252577,1215,35969,1215,170072,1215
252599,1216,35982,1216,170075,1216
252620,1217,35993,1217,170078,1217
252647,1218,36006,1218,170085,1218
252669,1219,36018,1219,170088,1219
252690,1220,36030,1220,170091,1220
252713,1221,36042,1221,170094,1221
252735,1222,36055,1222,170101,1222
252756,1223,36066,1223,170104,1223
252778,1224,36197,1224,170106,1224
252905,1225,36310,1225,170109,1225
253026,1226,36405,1226,170116,1226
253142,1227,36455,1227,170119,1227
253292,1228,36538,1228,170122,1228
253450,1229,36623,1229,170126,1229
253603,1230,36708,1230,170134,1230
253757,1231,36790,1231,170136,1231
253906,1232,36874,1232,170139,1232
254062,1233,36957,1233,170142,1233
254212,1234,37041,1234,170149,1234
254367,1235,37126,1235,170151,1235
254537,1236,37212,1236,170159,1236
254691,1237,37273,1237,170162,1237
254738,1238,37293,1238,170164,1238
254765,1239,37308,1239,170167,1239
254791,1240,37323,1240,170170,1240
254817,1241,37341,1241,170179,1241
254841,1242,37355,1242,170182,1242
254863,1243,37368,1243,170185,1243
254885,1244,37380,1244,170187,1244
254906,1245,37392,1245,170195,1245
254934,1246,37407,1246,170198,1246
254956,1247,37420,1247,170201,1247
254977,1248,37431,1248,170203,1248
254998,1249,37444,1249,170211,1249
255020,1250,37457,1250,170213,1250
255041,1251,37469,1251,170216,1251
255063,1252,37481,1252,170219,1252
255084,1253,37493,1253,170226,1253
255106,1254,37505,1254,170228,1254
255128,1255,37518,1255,170236,1255
255149,1256,37530,1256,170239,1256
255170,1257,37543,1257,170242,1257
255191,1258,37555,1258,170244,1258
255213,1259,37568,1259,170248,1259
255238,1260,37582,1260,170255,1260
255259,1261,37594,1261,170257,1261
255279,1262,37606,1262,170261,1262
255300,1263,37617,1263,170264,1263
255322,1264,37629,1264,170272,1264
255345,1265,37641,1265,170275,1265
255366,1266,37654,1266,170278,1266
255388,1267,37666,1267,170281,1267
255409,1268,37678,1268,170288,1268
255430,1269,37690,1269,170290,1269
255452,1270,37702,1270,170293,1270
255472,1271,37714,1271,170296,1271
255494,1272,37726,1272,170303,1272
255515,1273,37738,1273,170307,1273
255536,1274,37750,1274,170310,1274
255557,1275,37762,1275,170313,1275
255578,1276,37774,1276,170320,1276
255598,1277,37786,1277,170323,1277
255630,1278,37799,1278,170325,1278
255651,1279,37810,1279,170328,1279
255672,1280,37822,1280,170335,1280
255693,1281,37834,1281,170337,1281
255715,1282,37847,1282,170345,1282
255737,1283,37858,1283,170347,1283
255759,1284,37870,1284,170350,1284
255780,1285,37882,1285,170353,1285
255962,1286,37964,1286,170357,1286
256081,1287,38060,1287,170364,1287
256154,1288,38103,1288,170367,1288
256311,1289,38189,1289,170370,1289
256426,1290,38239,1290,170373,1290
256638,1291,38325,1291,170381,1291
256790,1292,38409,1292,170384,1292
256931,1293,38492,1293,170388,1293
257089,1294,38574,1294,170391,1294
257238,1295,38658,1295,170399,1295
257392,1296,38740,1296,170402,1296
257545,1297,38834,1297,170405,1297
257619,1298,38877,1298,170408,1298
257684,1299,38899,1299,170415,1299
257708,1300,38914,1300,170418,1300
257735,1301,38932,1301,170426,1301
257759,1302,38946,1302,170428,1302
257783,1303,38964,1303,170431,1303
257808,1304,38976,1304,170435,1304
257833,1305,38989,1305,170438,1305
257858,1306,39008,1306,170446,1306
257883,1307,39021,1307,170449,1307
257906,1308,39034,1308,170452,1308
257929,1309,39047,1309,170455,1309
257952,1310,39060,1310,170462,1310
257974,1311,39073,1311,170465,1311
257997,1312,39086,1312,170468,1312
258020,1313,39098,1313,170471,1313
258043,1314,39110,1314,170478,1314
258067,1315,39123,1315,170480,1315
258090,1316,39136,1316,170484,1316
258112,1317,39148,1317,170488,1317
258163,1318,39163,1318,170495,1318
258187,1319,39176,1319,170497,1319
258210,1320,39189,1320,170500,1320
258233,1321,39202,1321,170503,1321
258257,1322,39215,1322,170510,1322
258280,1323,39227,1323,170513,1323
258303,1324,39240,1324,170516,1324
258326,1325,39253,1325,170519,1325
258349,1326,39266,1326,170527,1326
258372,1327,39278,1327,170529,1327
258396,1328,39297,1328,170536,1328
258419,1329,39310,1329,170539,1329
258443,1330,39323,1330,170542,1330
258465,1331,39335,1331,170545,1331
258486,1332,39347,1332,170547,1332
258510,1333,39360,1333,170554,1333
258532,1334,39372,1334,170556,1334
258554,1335,39384,1335,170559,1335
258576,1336,39395,1336,170561,1336
258596,1337,39407,1337,170569,1337
258618,1338,39419,1338,170581,1338
258639,1339,39431,1339,170584,1339
258660,1340,39443,1340,170588,1340
258682,1341,39456,1341,170596,1341
258704,1342,39468,1342,170598,1342
258726,1343,39480,1343,170601,1343
258748,1344,39492,1344,170604,1344
258770,1345,39504,1345,170607,1345
258954,1346,39593,1346,170614,1346
259031,1347,39632,1347,170617,1347
259100,1348,39675,1348,170620,1348
259176,1349,39712,1349,170623,1349
259257,1350,39751,1350,170630,1350
259341,1351,39795,1351,170632,1351
259440,1352,39860,1352,170635,1352
259528,1353,39898,1353,170638,1353
259609,1354,39948,1354,170645,1354
259691,1355,39987,1355,170647,1355
259765,1356,40033,1356,170650,1356
259846,1357,40068,1357,170653,1357
259920,1358,40105,1358,170660,1358
260002,1359,40144,1359,170662,1359
260093,1360,40186,1360,170665,1360
260177,1361,40228,1361,170668,1361
260249,1362,40274,1362,170676,1362
260341,1363,40307,1363,170679,1363
260392,1364,40326,1364,170682,1364
260421,1365,40343,1365,170685,1365
260450,1366,40360,1366,170692,1366
260479,1367,40377,1367,170695,1367
260508,1368,40395,1368,170698,1368
260543,1369,40413,1369,170705,1369
260570,1370,40427,1370,170708,1370
260603,1371,40445,1371,170716,1371
260630,1372,40458,1372,170718,1372
260656,1373,40474,1373,170721,1373
260683,1374,40491,1374,170724,1374
260711,1375,40508,1375,170727,1375
260744,1376,40523,1376,170734,1376
260772,1377,40537,1377,170737,1377
260800,1378,40551,1378,170740,1378
260828,1379,40565,1379,170744,1379
260854,1380,40577,1380,170752,1380
260877,1381,40595,1381,170754,1381
260905,1382,40609,1382,170757,1382
260933,1383,40625,1383,170760,1383
260960,1384,40639,1384,170767,1384
260990,1385,40652,1385,170769,1385
261018,1386,40666,1386,170772,1386
261050,1387,40681,1387,170775,1387
261077,1388,40696,1388,170778,1388
261110,1389,40711,1389,170785,1389
261140,1390,40726,1390,170788,1390
261165,1391,40740,1391,170792,1391
261193,1392,40754,1392,170795,1392
261222,1393,40767,1393,170802,1393
261250,1394,40781,1394,170804,1394
261277,1395,40798,1395,170807,1395
261302,1396,40814,1396,170810,1396
261328,1397,40830,1397,170817,1397
261357,1398,40843,1398,170819,1398
261387,1399,40867,1399,170822,1399
261415,1400,40883,1400,170824,1400
261443,1401,40901,1401,170831,1401
261469,1402,40918,1402,170834,1402
261497,1403,40932,1403,170837,1403
261525,1404,40950,1404,170840,1404
261553,1405,40967,1405,170847,1405
261578,1406,40980,1406,170849,1406
261608,1407,40996,1407,170852,1407
261635,1408,41009,1408,170855,1408
261664,1409,41022,1409,170863,1409
261689,1410,41034,1410,170865,1410
261829,1411,41118,1411,170872,1411
261900,1412,41155,1412,170876,1412
262000,1413,41200,1413,170879,1413
262096,1414,41246,1414,170883,1414
262166,1415,41281,1415,170886,1415
262249,1416,41330,1416,170893,1416
262311,1417,41359,1417,170896,1417
262375,1418,41388,1418,170899,1418
262440,1419,41421,1419,170902,1419
262504,1420,41448,1420,170910,1420
262566,1421,41475,1421,170913,1421
262626,1422,41502,1422,170916,1422
262688,1423,41529,1423,170919,1423
262755,1424,41559,1424,170926,1424
262816,1425,41585,1425,170928,1425
262880,1426,41612,1426,170931,1426
262939,1427,41639,1427,170934,1427
263009,1428,41669,1428,170937,1428
263036,1429,41681,1429,170944,1429
263063,1430,41693,1430,170946,1430
263087,1431,41704,1431,170949,1431
263114,1432,41716,1432,170952,1432
263136,1433,41728,1433,170959,1433
263160,1434,41740,1434,170962,1434
263184,1435,41752,1435,170965,1435
263209,1436,41763,1436,170968,1436
263232,1437,41775,1437,170976,1437
263256,1438,41787,1438,170979,1438
263281,1439,41798,1439,170982,1439
263304,1440,41810,1440,170985,1440
263328,1441,41822,1441,170992,1441
263350,1442,41834,1442,170994,1442
263374,1443,41846,1443,170997,1443
263398,1444,41857,1444,171000,1444
263423,1445,41870,1445,171007,1445
263448,1446,41882,1446,171010,1446
263475,1447,41894,1447,171013,1447
263500,1448,41905,1448,171016,1448
263525,1449,41917,1449,171019,1449
263558,1450,41931,1450,171026,1450
263584,1451,41943,1451,171029,1451
263608,1452,41955,1452,171032,1452
263633,1453,41966,1453,171035,1453
263657,1454,41978,1454,171043,1454
263679,1455,41989,1455,171046,1455
263703,1456,42001,1456,171049,1456
263727,1457,42013,1457,171052,1457
263752,1458,42025,1458,171059,1458
263777,1459,42037,1459,171061,1459
263804,1460,42049,1460,171064,1460
263831,1461,42061,1461,171067,1461
263855,1462,42073,1462,171075,1462
263879,1463,42085,1463,171077,1463
263904,1464,42097,1464,171084,1464
263928,1465,42109,1465,171086,1465
263951,1466,42120,1466,171089,1466
263978,1467,42132,1467,171091,1467
264004,1468,42144,1468,171095,1468
264030,1469,42156,1469,171103,1469
264053,1470,42168,1470,171106,1470
264078,1471,42180,1471,171109,1471
264105,1472,42191,1472,171112,1472
264128,1473,42204,1473,171120,1473
395385,1474,42269,1474,171123,1474
395512,1475,42317,1475,171129,1475
395627,1476,42364,1476,171132,1476
395743,1477,42410,1477,171140,1477
395858,1478,42459,1478,171142,1478
395973,1479,42504,1479,171145,1479
396088,1480,42549,1480,171148,1480
396205,1481,42594,1481,171155,1481
396321,1482,42638,1482,171157,1482
396436,1483,42682,1483,171160,1483
396532,1484,42728,1484,171163,1484
396600,1485,42764,1485,171170,1485
396667,1486,42796,1486,171173,1486
396731,1487,42827,1487,171176,1487
396794,1488,42857,1488,171179,1488
396853,1489,42889,1489,171183,1489
396918,1490,42921,1490,171190,1490
396981,1491,42952,1491,171192,1491
397048,1492,42986,1492,171196,1492
397075,1493,42999,1493,171199,1493
397100,1494,43011,1494,171207,1494
397124,1495,43022,1495,171210,1495
397150,1496,43035,1496,171214,1496
397177,1497,43047,1497,171217,1497
397202,1498,43059,1498,171225,1498
397227,1499,43070,1499,171227,1499
397251,1500,43081,1500,171230,1500
397275,1501,43093,1501,171233,1501
397301,1502,43105,1502,171236,1502
397328,1503,43118,1503,171243,1503
397360,1504,43130,1504,171246,1504
397384,1505,43142,1505,171249,1505
397409,1506,43154,1506,171252,1506
397433,1507,43166,1507,171259,1507
397455,1508,43178,1508,171261,1508
397479,1509,43189,1509,171264,1509
397501,1510,43200,1510,171267,1510
397525,1511,43212,1511,171275,1511
397549,1512,43223,1512,171278,1512
397573,1513,43235,1513,171281,1513
397599,1514,43247,1514,171284,1514
397623,1515,43259,1515,171291,1515
397646,1516,43270,1516,171294,1516
397670,1517,43282,1517,171297,1517
397693,1518,43293,1518,171300,1518
397719,1519,43314,1519,171308,1519
397743,1520,43325,1520,171310,1520
397770,1521,43337,1521,171313,1521
397795,1522,43348,1522,171316,1522
397819,1523,43360,1523,171323,1523
397843,1524,43371,1524,171325,1524
397868,1525,43383,1525,171332,1525
397891,1526,43395,1526,171334,1526
397915,1527,43407,1527,171337,1527
397942,1528,43419,1528,171340,1528
397968,1529,43432,1529,171348,1529
397994,1530,43444,1530,171350,1530
398018,1531,43456,1531,171353,1531
398041,1532,43468,1532,171356,1532
398066,1533,43480,1533,171358,1533
398092,1534,43493,1534,171366,1534
398116,1535,43505,1535,171368,1535
398139,1536,43517,1536,171371,1536
398164,1537,43529,1537,171373,1537
398189,1538,43541,1538,171381,1538
398212,1539,43553,1539,171383,1539
398239,1540,43565,1540,171386,1540
398419,1541,43639,1541,171389,1541
398536,1542,43691,1542,171397,1542
398607,1543,43729,1543,171404,1543
398726,1544,43780,1544,171407,1544
398846,1545,43833,1545,171410,1545
398963,1546,43884,1546,171417,1546
399085,1547,43935,1547,171420,1547
399201,1548,43984,1548,171423,1548
399321,1549,44032,1549,171426,1549
399445,1550,44080,1550,171433,1550
399565,1551,44129,1551,171436,1551
399650,1552,44168,1552,171439,1552
399723,1553,44205,1553,171443,1553
399805,1554,44241,1554,171451,1554
399875,1555,44274,1555,171454,1555
399947,1556,44310,1556,171457,1556
399976,1557,44331,1557,171465,1557
400003,1558,44344,1558,171467,1558
400031,1559,44357,1559,171470,1559
400055,1560,44369,1560,171473,1560
400080,1561,44381,1561,171481,1561
400101,1562,44393,1562,171483,1562
400125,1563,44404,1563,171486,1563
400150,1564,44416,1564,171489,1564
400175,1565,44429,1565,171497,1565
400200,1566,44441,1566,171500,1566
400224,1567,44453,1567,171503,1567
400256,1568,44472,1568,171506,1568
400285,1569,44490,1569,171514,1569
400310,1570,44508,1570,171517,1570
400337,1571,44526,1571,171519,1571
400364,1572,44543,1572,171521,1572
400388,1573,44559,1573,171528,1573
400413,1574,44575,1574,171531,1574
400438,1575,44592,1575,171534,1575
400463,1576,44610,1576,171537,1576
400490,1577,44629,1577,171544,1577
400528,1578,44646,1578,171549,1578
400554,1579,44663,1579,171552,1579
400576,1580,44683,1580,171559,1580
400602,1581,44699,1581,171561,1581
400627,1582,44716,1582,171564,1582
400654,1583,44733,1583,171566,1583
400679,1584,44750,1584,171574,1584
400705,1585,44763,1585,171576,1585
400732,1586,44776,1586,171579,1586
400760,1587,44793,1587,171582,1587
400783,1588,44807,1588,171590,1588
400809,1589,44825,1589,171592,1589
400835,1590,44843,1590,171595,1590
400864,1591,44861,1591,171598,1591
400889,1592,44878,1592,171605,1592
400912,1593,44894,1593,171607,1593
400939,1594,44911,1594,171610,1594
400965,1595,44927,1595,171615,1595
400999,1596,44942,1596,171623,1596
401027,1597,44958,1597,171625,1597
401055,1598,44976,1598,171628,1598
401080,1599,44993,1599,171630,1599
401104,1600,45011,1600,171637,1600
401126,1601,45028,1601,171639,1601
401153,1602,45043,1602,171647,1602
401178,1603,45057,1603,171650,1603
401205,1604,45075,1604,171654,1604
401231,1605,45091,1605,171657,1605
401257,1606,45108,1606,171660,1606
401287,1607,45125,1607,171668,1607
401312,1608,45141,1608,171672,1608
401337,1609,45153,1609,171675,1609
401512,1610,45218,1610,171685,1610
401626,1611,45269,1611,171692,1611
401703,1612,45304,1612,171695,1612
401780,1613,45340,1613,171699,1613
401856,1614,45374,1614,171702,1614
401925,1615,45407,1615,171709,1615
401997,1616,45440,1616,171711,1616
402067,1617,45472,1617,171713,1617
402141,1618,45522,1618,171716,1618
402215,1619,45568,1619,171724,1619
402274,1620,45614,1620,171727,1620
402349,1621,45661,1621,171730,1621
402418,1622,45705,1622,171733,1622
402483,1623,45750,1623,171741,1623
402550,1624,45793,1624,171743,1624
402614,1625,45830,1625,171745,1625
402686,1626,45873,1626,171748,1626
402760,1627,45921,1627,171756,1627
402840,1628,45954,1628,171759,1628
402870,1629,45968,1629,171762,1629
402902,1630,45989,1630,171770,1630
402929,1631,46002,1631,171772,1631
402957,1632,46016,1632,171775,1632
402984,1633,46028,1633,171777,1633
403008,1634,46040,1634,171784,1634
403032,1635,46051,1635,171786,1635
403056,1636,46063,1636,171789,1636
403077,1637,46075,1637,171793,1637
403100,1638,46086,1638,171801,1638
403124,1639,46098,1639,171804,1639
403148,1640,46110,1640,171807,1640
403173,1641,46121,1641,171811,1641
403198,1642,46132,1642,171818,1642
403220,1643,46144,1643,171820,1643
403243,1644,46156,1644,171823,1644
403268,1645,46167,1645,171826,1645
403293,1646,46179,1646,171833,1646
403318,1647,46190,1647,171835,1647
403346,1648,46202,1648,171838,1648
403369,1649,46214,1649,171841,1649
403393,1650,46226,1650,171848,1650
403416,1651,46237,1651,171851,1651
403443,1652,46251,1652,171859,1652
403467,1653,46263,1653,171863,1653
403491,1654,46275,1654,171866,1654
403516,1655,46286,1655,171869,1655
403543,1656,46298,1656,171872,1656
403570,1657,46310,1657,171879,1657
403595,1658,46322,1658,171881,1658
403620,1659,46333,1659,171885,1659
403644,1660,46345,1660,171888,1660
403669,1661,46357,1661,171896,1661
403693,1662,46368,1662,171898,1662
403717,1663,46379,1663,171901,1663
403742,1664,46391,1664,171904,1664
403766,1665,46403,1665,171911,1665
403792,1666,46415,1666,171914,1666
403815,1667,46427,1667,171918,1667
403838,1668,46439,1668,171921,1668
403863,1669,46450,1669,171929,1669
403888,1670,46461,1670,171931,1670
403913,1671,46473,1671,171934,1671
403937,1672,46485,1672,171938,1672
403965,1673,46497,1673,171946,1673
403991,1674,46509,1674,171948,1674
404016,1675,46520,1675,171951,1675
404043,1676,46532,1676,171954,1676
404070,1677,46544,1677,171957,1677
404097,1678,46557,1678,171965,1678
404122,1679,46569,1679,171967,1679
404149,1680,46581,1680,171970,1680
404173,1681,46593,1681,171973,1681
404198,1682,46760,1682,171980,1682
404398,1683,46820,1683,171983,1683
404510,1684,46871,1684,171986,1684
404627,1685,46922,1685,171989,1685
404751,1686,46970,1686,171997,1686
404864,1687,47017,1687,172000,1687
404981,1688,47066,1688,172004,1688
405096,1689,47118,1689,172006,1689
405210,1690,47165,1690,172013,1690
405324,1691,47212,1691,172015,1691
405435,1692,47261,1692,172018,1692
405548,1693,47308,1693,172020,1693
405663,1694,47356,1694,172027,1694
405739,1695,47391,1695,172029,1695
405809,1696,47424,1696,172032,1696
405887,1697,47461,1697,172035,1697
405941,1698,47475,1698,172042,1698
405967,1699,47487,1699,172045,1699
405992,1700,47499,1700,172049,1700
406019,1701,47512,1701,172057,1701
406062,1702,47525,1702,172060,1702
406089,1703,47537,1703,172063,1703
406116,1704,47549,1704,172071,1704
406140,1705,47561,1705,172074,1705
406167,1706,47573,1706,172077,1706
406193,1707,47584,1707,172080,1707
406215,1708,47596,1708,172087,1708
406239,1709,47608,1709,172089,1709
406263,1710,47621,1710,172092,1710
406288,1711,47633,1711,172096,1711
406312,1712,47644,1712,172104,1712
406333,1713,47655,1713,172107,1713
406358,1714,47666,1714,172110,1714
406382,1715,47678,1715,172114,1715
406407,1716,47690,1716,172121,1716
406428,1717,47702,1717,172123,1717
406452,1718,47713,1718,172125,1718
406477,1719,47728,1719,172128,1719
406503,1720,47741,1720,172136,1720
406530,1721,47754,1721,172139,1721
406558,1722,47766,1722,172142,1722
406583,1723,47778,1723,172145,1723
406608,1724,47790,1724,172153,1724
406629,1725,47802,1725,172156,1725
406654,1726,47814,1726,172164,1726
406676,1727,47826,1727,172166,1727
406701,1728,47838,1728,172169,1728
